User,Trial,House,Condition,Phase,RentalPrice,Recommendation,Answer,AnswerMin,AnswerMax,StartTime,SaveTime,EndTime,Duration,"Reaction Time","Subjective Surprise",Confidence,Expectations,Trust,"Trust Save Time","Yes Time","No time",Change,"Second Estimation","Second Estimation Time","Final Estimation",Stars,"Weight of Advice"
39,0,137,3,1,659,665,0,0,0,1659344709,0,1659344725,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,1,157,3,1,585,600,0,0,0,1659344725,0,1659344741,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,2,185,3,1,1200,905,0,0,0,1659344744,0,1659344761,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,3,8,3,1,720,730,0,0,0,1659344762,0,1659344785,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,4,19,3,1,400,405,0,0,0,1659344785,0,1659344807,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,5,152,3,1,515,530,0,0,0,1659344807,0,1659344820,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,6,181,3,1,789,805,0,0,0,1659344820,0,1659344833,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,7,10,3,1,700,700,0,0,0,1659344833,0,1659344844,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,8,45,3,1,870,890,0,0,0,1659344845,0,1659344866,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,9,58,3,1,490,480,0,0,0,1659344866,0,1659344874,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,10,122,3,1,725,715,0,0,0,1659344875,0,1659344887,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,11,41,3,1,817,810,0,0,0,1659344887,0,1659344899,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,12,139,3,1,490,490,0,0,0,1659344899,0,1659344916,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,13,4,3,1,950,950,0,0,0,1659344917,0,1659344940,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,14,98,3,1,790,780,0,0,0,1659344940,0,1659344948,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,15,170,3,1,460,440,0,0,0,1659344950,0,1659344965,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,16,32,3,1,895,880,0,0,0,1659344965,0,1659344997,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,17,64,3,1,930,970,0,0,0,1659344997,0,1659345020,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,18,105,3,1,716,745,0,0,0,1659345020,0,1659345034,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,19,86,3,1,850,890,0,0,0,1659345034,0,1659345042,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,20,3,3,1,640,645,0,0,0,1659345042,0,1659345052,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,21,196,3,1,650,665,0,0,0,1659345055,0,1659345069,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,22,75,3,1,994,970,0,0,0,1659345069,0,1659345098,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,23,44,3,1,750,780,0,0,0,1659345099,0,1659345108,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,24,192,3,1,950,915,0,0,0,1659345108,0,1659345116,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,25,147,3,1,420,415,0,0,0,1659345117,0,1659345123,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,26,163,3,1,450,450,0,0,0,1659345125,0,1659345131,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,27,175,3,1,500,490,0,0,0,1659345131,0,1659345138,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,28,119,3,1,750,725,0,0,0,1659345139,0,1659345143,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,29,106,3,1,457,470,0,0,0,1659345145,0,1659345148,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,0,189,3,2,420,405,0,400,500,1659345157,1659345171,1659345173,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0
39,1,46,3,2,480,515,0,400,450,1659345174,1659345203,1659345205,31,2,0,0,0,0,0,0,0,0,0,0,0,0,0
39,2,159,3,2,775,810,0,700,800,1659345206,1659345217,1659345219,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0
39,3,124,3,2,430,445,0,500,550,1659345220,1659345233,1659345235,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0
39,4,120,3,2,522,510,0,450,550,1659345236,1659345249,1659345251,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0
39,5,155,3,2,450,460,0,400,500,1659345251,1659345262,1659345264,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0
39,6,100,3,2,895,870,0,800,900,1659345264,1659345277,1659345279,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0
39,7,65,3,2,450,440,0,400,500,1659345280,1659345294,1659345295,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0
39,8,28,3,2,846,865,0,850,950,1659345296,1659345313,1659345314,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0
39,9,67,3,2,570,595,0,550,650,1659345316,1659345345,1659345346,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0
39,0,110,3,3,758,770,700,0,0,1659345412,1659345424,1659345441,29,17,2,5,8.2857142857143,0,0,1659345433,0,true,750,1659345438,750,5,0.71428571428571
39,1,167,3,3,580,570,530,0,0,1659345442,1659345566,1659345606,164,40,2,6,9.4339622641509,0,1659345449,1659345600,0,true,540,1659345603,540,4,0.25
39,2,113,3,3,750,820,800,0,0,1659345606,1659345631,1659345640,34,9,2,5,6.25,5,1659345616,1659345600,1659345638,false,540,1659345603,800,4,0
39,3,33,3,3,980,840,850,0,0,1659345640,1659345662,1659345669,29,7,1,6,15.294117647059,5,1659345646,1659345600,1659345668,false,540,1659345603,850,4,0
39,4,34,3,3,457,550,490,0,0,1659345670,1659345703,1659345716,46,13,4,5,6.734693877551,5,1659345683,1659345709,1659345668,true,520,1659345714,520,4,0.5
39,5,117,3,3,560,700,750,0,0,1659345716,1659345747,1659345754,38,7,3,5,25.333333333333,5,1659345724,1659345709,1659345753,false,520,1659345714,750,2,0
