User,Trial,House,Condition,Phase,RentalPrice,Recommendation,Answer,AnswerMin,AnswerMax,StartTime,SaveTime,EndTime,Duration,"Reaction Time","Subjective Surprise",Confidence,Expectations,Trust,"Trust Save Time","Yes Time","No time",Change,"Second Estimation","Second Estimation Time","Final Estimation",Stars,"Weight of Advice"
6,0,139,3,1,490,455,0,0,0,1657652202,0,1657652237,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,1,120,3,1,522,490,0,0,0,1657652237,0,1657652274,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,2,196,3,1,650,675,0,0,0,1657652275,0,1657652311,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,3,45,3,1,870,870,0,0,0,1657652311,0,1657652376,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,4,137,3,1,659,570,0,0,0,1657652377,0,1657652418,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,5,32,3,1,895,1005,0,0,0,1657652418,0,1657652471,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,6,44,3,1,750,745,0,0,0,1657652471,0,1657652504,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,7,122,3,1,725,725,0,0,0,1657652504,0,1657652540,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,8,98,3,1,790,910,0,0,0,1657652540,0,1657652569,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,9,170,3,1,460,465,0,0,0,1657652569,0,1657652596,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,10,181,3,1,789,720,0,0,0,1657652596,0,1657652613,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,11,58,3,1,490,530,0,0,0,1657652614,0,1657652641,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,12,147,3,1,420,430,0,0,0,1657652641,0,1657652655,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,13,192,3,1,950,910,0,0,0,1657652655,0,1657652736,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,14,105,3,1,716,715,0,0,0,1657652737,0,1657652769,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,15,3,3,1,640,650,0,0,0,1657652770,0,1657652802,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,16,8,3,1,720,745,0,0,0,1657652803,0,1657652814,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,17,119,3,1,750,720,0,0,0,1657652815,0,1657652833,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,18,19,3,1,400,375,0,0,0,1657652833,0,1657652858,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,19,152,3,1,515,590,0,0,0,1657652858,0,1657652882,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,20,4,3,1,950,1060,0,0,0,1657652882,0,1657652923,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,21,41,3,1,817,805,0,0,0,1657652924,0,1657652950,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,22,86,3,1,850,875,0,0,0,1657652950,0,1657652971,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,23,75,3,1,994,1010,0,0,0,1657652971,0,1657652984,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,24,106,3,1,457,495,0,0,0,1657652985,0,1657653001,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,25,175,3,1,500,505,0,0,0,1657653001,0,1657653012,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,26,163,3,1,450,410,0,0,0,1657653012,0,1657653029,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,27,64,3,1,930,1030,0,0,0,1657653029,0,1657653045,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,28,10,3,1,700,660,0,0,0,1657653045,0,1657653072,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,29,157,3,1,585,540,0,0,0,1657653072,0,1657653088,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,36,3,2,790,755,0,680,790,1657653118,1657653165,1657653167,49,2,0,0,0,0,0,0,0,0,0,0,0,0,0
6,1,110,3,2,758,755,0,700,900,1657653167,1657653213,1657653215,48,2,0,0,0,0,0,0,0,0,0,0,0,0,0
6,2,100,3,2,895,895,0,750,900,1657653215,1657653258,1657653261,46,3,0,0,0,0,0,0,0,0,0,0,0,0,0
6,3,65,3,2,450,450,0,400,550,1657653261,1657653295,1657653297,36,2,0,0,0,0,0,0,0,0,0,0,0,0,0
6,4,155,3,2,450,435,0,450,550,1657653298,1657653324,1657653327,29,3,0,0,0,0,0,0,0,0,0,0,0,0,0
6,5,107,3,2,790,755,0,750,900,1657653327,1657653361,1657653364,37,3,0,0,0,0,0,0,0,0,0,0,0,0,0
6,6,167,3,2,580,540,0,500,650,1657653365,1657653387,1657653390,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0
6,7,197,3,2,635,555,0,650,800,1657653390,1657653433,1657653436,46,3,0,0,0,0,0,0,0,0,0,0,0,0,0
6,8,124,3,2,430,505,0,450,550,1657653436,1657653456,1657653458,22,2,0,0,0,0,0,0,0,0,0,0,0,0,0
6,9,28,3,2,846,980,0,800,950,1657653459,1657653499,1657653502,43,3,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,117,3,3,560,670,700,0,0,1657653563,1657653637,1657653673,110,36,2,5,20,0,0,0,1657653664,false,-1,0,700,2,0
